id,sell out date,order id,master product code,master product name,readable name,product code,color code,size code,price per pack,pcs per pack,quantity (pack),quantity,price per pack (ex vat),total amount
236b2737,6/25/2023 18:45:17,ef3a8483,EP-022-5-01-A000,Oral Wipe-5pcs-ไม่มีรหัสสี,Oral Wipe-5-01-A000-ไม่มีรหัสสี,EP-022,01-A000,5,0,5,2,10,0,0
815d52ef,6/25/2023 19:10:33,3fddd523,EP-006-M-02-A001,Belt-M-น้ำเงินกรมท่า,Belt-M-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,M,0,1,1,1,0,0
eedc3d87,6/25/2023 19:12:47,3fddd523,EP-001-M-01-A005,Soft-M-น้ำเงินเหลี่ยม,Soft-M-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,M,0,1,1,1,0,0
ea973470,6/24/2023 20:07:00,f3339f68,EP-022-5-01-A000,Oral Wipe-5pcs-ไม่มีรหัสสี,Oral Wipe-5-01-A000-ไม่มีรหัสสี,EP-022,01-A000,5,0,5,5,25,0,0
1e6a385a,6/24/2023 20:09:00,f3339f68,EP-022-3-01-A000,Oral Wipe-3pcs-ไม่มีรหัสสี,Oral Wipe-3-01-A000-ไม่มีรหัสสี,EP-022,01-A000,3,0,3,5,15,0,0
1e0230ab,6/26/2023 18:23:49,013f4405,EP-002-M-02-A004,Smart-M-เขียว,Smart-M-02-A004-เขียว,EP-002,02-A004,M,0,1,1,1,0,0
cebc247a,6/26/2023 18:29:04,dcd92b3a,EP-002-L-02-A002,Smart-L-น้ำเงินแกมเงิน,Smart-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,0,1,1,1,0,0
765b3571,6/26/2023 18:36:56,93fd4560,EP-001-L-01-A005,Soft-L-น้ำเงินเหลี่ยม,Soft-L-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,L,0,1,1,1,0,0
ad30cd2b,6/27/2023 9:24:55,f3339f68,EP-021-F-01-A020,Safety Belt-F-น้ำเงินกรมท่า,Safety Belt-F-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,F,0,1,2,2,0,0
1ac31b54,6/27/2023 9:25:42,f3339f68,EP-002-L-02-A006,Smart-L-น้ำเงินสด,Smart-L-02-A006-น้ำเงินสด,EP-002,02-A006,L,0,1,1,1,0,0
787197f0,6/27/2023 9:29:59,f3339f68,EP-002-L-02-A004,Smart-L-เขียว,Smart-L-02-A004-เขียว,EP-002,02-A004,L,0,1,1,1,0,0
7db1f2c9,6/25/2023 9:31:00,f3339f68,EP-002-L-02-A002,Smart-L-น้ำเงินแกมเงิน,Smart-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,0,1,1,1,0,0
e2912003,6/25/2023 9:31:00,f3339f68,EP-002-M-02-A004,Smart-M-เขียว,Smart-M-02-A004-เขียว,EP-002,02-A004,M,0,1,2,2,0,0
d940f1e0,6/27/2023 9:32:42,f3339f68,EP-002-M-02-A003,Smart-M-น้ำตาล,Smart-M-02-A003-น้ำตาล,EP-002,02-A003,M,0,1,1,1,0,0
077c68ed,6/27/2023 16:08:01,7bd29965,EP-011-F-01-A003,Glove-F-กากบาทส้ม,Glove-F-01-A003-กากบาทส้ม,EP-011,01-A003,F,0,1,1,1,0,0
48aeace6,6/27/2023 16:09:12,7bd29965,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,0,1,1,1,0,0
76c9541d,6/27/2023 16:46:02,9764d104,EP-001-L-01-A001,Soft-L-น้ำเงินลายจุด,Soft-L-01-A001-น้ำเงินลายจุด,EP-001,01-A001,L,0,1,1,1,0,0
d2ae9366,6/29/2023 12:53:07,290b0e0d,EP-001-L-01-A004,Soft-L-น้ำตาล,Soft-L-01-A004-น้ำตาล,EP-001,01-A004,L,0,1,1,1,0,0
c1734d37,6/29/2023 19:29:51,5dcfcf4f,EP-002-L-02-A002,Smart-L-น้ำเงินแกมเงิน,Smart-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,0,1,1,1,0,0
68a0ba6f,6/30/2023 8:51:59,45338f53,EP-011-F-01-A009,Glove-F-เขียวเส้นสั้นๆ,Glove-F-01-A009-เขียวเส้นสั้นๆ,EP-011,01-A009,F,0,1,2,2,0,0
8c69564f,7/3/2023 9:32:57,cd450df2,EP-017-F-01-A008,Triangle Pillow-F-น้ำเงินทิวลิป,Triangle Pillow-F-01-A008-น้ำเงินทิวลิป,EP-017,01-A008,F,2400,1,1,1,2242.990654,2400
e4000d0c,7/3/2023 9:40:10,642abed5,EP-001-M-01-A009,Soft-M-เขียวเส้นสั้นๆ,Soft-M-01-A009-เขียวเส้นสั้นๆ,EP-001,01-A009,M,1400,1,1,1,1308.411215,1400
5eccf442,7/3/2023 18:08:08,c92e5c9a,EP-001-M-01-A005,Soft-M-น้ำเงินเหลี่ยม,Soft-M-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,M,1400,1,1,1,1308.411215,1400
c5354677,7/4/2023 9:41:59,c810ec2c,EP-001-L-01-A005,Soft-L-น้ำเงินเหลี่ยม,Soft-L-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,L,1700,1,1,1,1588.785047,1700
1f52146e,7/4/2023 15:52:16,710f946c,EP-011-F-01-A009,Glove-F-เขียวเส้นสั้นๆ,Glove-F-01-A009-เขียวเส้นสั้นๆ,EP-011,01-A009,F,440,1,2,2,411.2149533,880
1bd476fc,7/5/2023 17:40:14,76d6968a,EP-001-L-01-A005,Soft-L-น้ำเงินเหลี่ยม,Soft-L-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,L,1700,1,1,1,1588.785047,1700
e7555d9e,7/6/2023 15:29:35,2984e20c,EP-002-M-02-A005,Smart-M-เทา,Smart-M-02-A005-เทา,EP-002,02-A005,M,1900,1,1,1,1775.700935,1900
f9d6fffc,7/7/2023 11:19:34,470bab0c,EP-001-XL-01-A005,Soft-XL-น้ำเงินเหลี่ยม,Soft-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2300,1,1,1,2149.53271,2300
f0186faa,7/7/2023 11:22:09,d6957881,EP-001-L-01-A005,Soft-L-น้ำเงินเหลี่ยม,Soft-L-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,L,1700,1,1,1,1588.785047,1700
900a3c19,7/7/2023 11:35:14,d1d67045,EP-002-M-02-A005,Smart-M-เทา,Smart-M-02-A005-เทา,EP-002,02-A005,M,1900,1,1,1,1775.700935,1900
15672980,7/8/2023 17:11:20,97a8ad34,EP-001-L-01-A004,Soft-L-น้ำตาล,Soft-L-01-A004-น้ำตาล,EP-001,01-A004,L,1700,1,2,2,1588.785047,3400
83db468b,7/8/2023 17:13:21,26d742f3,EP-001-L-01-A005,Soft-L-น้ำเงินเหลี่ยม,Soft-L-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,L,1700,1,1,1,1588.785047,1700
fc441813,7/9/2023 10:31:38,c3689ef0,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,460,1,1,1,429.9065421,460
f6eae8f4,7/9/2023 11:58:43,26134d9f,EP-021-F-01-A020,Safety Belt-F-น้ำเงินกรมท่า,Safety Belt-F-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,F,225,1,1,1,210.2803738,225
a9f17412,7/9/2023 14:44:00,7f968392,EP-001-M-01-A001,Soft-M-น้ำเงินลายจุด,Soft-M-01-A001-น้ำเงินลายจุด,EP-001,01-A001,M,1400,1,1,1,1308.411215,1400
97d9cc4f,7/9/2023 14:44:56,7f968392,EP-021-F-01-A020,Safety Belt-F-น้ำเงินกรมท่า,Safety Belt-F-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,F,250,1,1,1,233.6448598,250
6a1c7e64,7/10/2023 19:06:39,cec9771c,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,460,1,1,1,429.9065421,460
5708a70e,7/11/2023 15:53:06,b626aafc,EP-006-L-02-A001,Belt-L-น้ำเงินกรมท่า,Belt-L-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,L,1525,1,1,1,1425.233645,1525
413921c4,7/11/2023 16:03:32,7099b1d1,EP-006-L-02-A001,Belt-L-น้ำเงินกรมท่า,Belt-L-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,L,1500,1,1,1,1401.869159,1500
f7ae8302,7/11/2023 14:03:37,10855c0c,EP-006-L-02-A001,Belt-L-น้ำเงินกรมท่า,Belt-L-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,L,1650,1,1,1,1542.056075,1650
c7445ec0,7/12/2023 11:52:38,be343e0e,EP-006-M-02-A001,Belt-M-น้ำเงินกรมท่า,Belt-M-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,M,1325,1,2,2,1238.317757,2650
f3197cc7,7/12/2023 11:53:48,be343e0e,EP-006-S-02-A001,Belt-S-น้ำเงินกรมท่า,Belt-S-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,S,1325,1,1,1,1238.317757,1325
b607efda,7/12/2023 11:55:58,b0266a3b,EP-022-5-01-A000,Oral Wipe-5pcs-ไม่มีรหัสสี,Oral Wipe-5-01-A000-ไม่มีรหัสสี,EP-022,01-A000,5,100,5,3,15,93.45794393,300
cd6c2638,7/13/2023 5:47:48,9dee1bf2,EP-017-F-01-A008,Triangle Pillow-F-น้ำเงินทิวลิป,Triangle Pillow-F-01-A008-น้ำเงินทิวลิป,EP-017,01-A008,F,2400,1,1,1,2242.990654,2400
3bafce2d,7/13/2023 5:48:41,9dee1bf2,EP-022-5-01-A000,Oral Wipe-5pcs-ไม่มีรหัสสี,Oral Wipe-5-01-A000-ไม่มีรหัสสี,EP-022,01-A000,5,100,5,1,5,93.45794393,100
f3962895,7/13/2023 6:02:16,d019c0bb,EP-001-L-01-A001,Soft-L-น้ำเงินลายจุด,Soft-L-01-A001-น้ำเงินลายจุด,EP-001,01-A001,L,1700,1,1,1,1588.785047,1700
54025048,7/13/2023 21:19:42,d8481fde,EP-022-5-01-A000,Oral Wipe-5pcs-ไม่มีรหัสสี,Oral Wipe-5-01-A000-ไม่มีรหัสสี,EP-022,01-A000,5,100,5,2,10,93.45794393,200
3b06e330,7/13/2023 21:25:28,3b797235,EP-007-F-01-A005,Restrain Arm Leg-F-น้ำเงินเหลี่ยม,Restrain Arm Leg-F-01-A005-น้ำเงินเหลี่ยม,EP-007,01-A005,F,480,2,1,2,448.5981308,480
b6ad8fe6,7/14/2023 7:26:33,8400955c,EP-021-F-01-A000,Safety Belt-F-ไม่มีรหัสสี,Safety Belt-F-01-A000-ไม่มีรหัสสี,EP-021,01-A000,F,250,1,1,1,233.6448598,250
35c8e5cb,7/15/2023 10:34:04,59016d6c,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,480,1,1,1,448.5981308,480
61626378,7/15/2023 10:39:03,f5c90517,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,480,1,1,1,448.5981308,480
0307a9b3,7/15/2023 10:42:22,80f56be8,EP-001-M-01-A001,Soft-M-น้ำเงินลายจุด,Soft-M-01-A001-น้ำเงินลายจุด,EP-001,01-A001,M,1400,1,1,1,1308.411215,1400
4a6f85de,7/15/2023 13:08:26,f68aeda5,EP-001-L-01-A002,Soft-L-หินอ่อน,Soft-L-01-A002-หินอ่อน,EP-001,01-A002,L,1700,1,1,1,1588.785047,1700
698ba9a4,7/15/2023 16:44:14,9b496261,EP-022-5-01-A000,Oral Wipe-5pcs-ไม่มีรหัสสี,Oral Wipe-5-01-A000-ไม่มีรหัสสี,EP-022,01-A000,5,100,5,1,5,93.45794393,100
9b4327c2,7/15/2023 16:43:42,9b496261,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,880,1,2,2,822.4299065,1760
8f95b837,7/16/2023 13:27:10,119ea5bb,EP-006-L-02-A001,Belt-L-น้ำเงินกรมท่า,Belt-L-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,L,1650,1,1,1,1542.056075,1650
e82d3514,7/16/2023 13:31:38,f60d3897,EP-022-5-01-A000,Oral Wipe-5pcs-ไม่มีรหัสสี,Oral Wipe-5-01-A000-ไม่มีรหัสสี,EP-022,01-A000,5,100,5,3,15,93.45794393,300
4e04a52b,7/18/2023 8:28:19,6effdc51,EP-001-L-01-A001,Soft-L-น้ำเงินลายจุด,Soft-L-01-A001-น้ำเงินลายจุด,EP-001,01-A001,L,1700,1,1,1,1588.785047,1700
c37b386b,7/18/2023 22:50:27,3e9c80cc,EP-001-M-01-A002,Soft-M-หินอ่อน,Soft-M-01-A002-หินอ่อน,EP-001,01-A002,M,1400,1,1,1,1308.411215,1400
dbdf264d,7/20/2023 9:27:33,22045017,EP-007-F-01-A005,Restrain Arm Leg-F-น้ำเงินเหลี่ยม,Restrain Arm Leg-F-01-A005-น้ำเงินเหลี่ยม,EP-007,01-A005,F,440,2,2,4,411.2149533,880
6e3941a1,7/20/2023 9:45:06,d8a38981,EP-001-L-01-A001,Soft-L-น้ำเงินลายจุด,Soft-L-01-A001-น้ำเงินลายจุด,EP-001,01-A001,L,1700,1,1,1,1588.785047,1700
2bd8c873,7/20/2023 9:49:26,43d24fc5,EP-002-L-02-A006,Smart-L-น้ำเงินสด,Smart-L-02-A006-น้ำเงินสด,EP-002,02-A006,L,2200,1,1,1,2056.074766,2200
2b04a605,7/20/2023 9:56:42,5b627ba7,EP-001-XL-01-A005,Soft-XL-น้ำเงินเหลี่ยม,Soft-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2200,1,1,1,2056.074766,2200
9cd639fc,7/20/2023 10:15:10,745c7fe2,EP-001-XL-01-A005,Soft-XL-น้ำเงินเหลี่ยม,Soft-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2300,1,1,1,2149.53271,2300
545d794d,7/20/2023 10:15:49,745c7fe2,EP-021-F-01-A020,Safety Belt-F-น้ำเงินกรมท่า,Safety Belt-F-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,F,225,1,1,1,210.2803738,225
661e48a9,7/20/2023 10:44:31,4fbc8d35,EP-001-L-01-A018,Soft-L-ม่วงเลือดหมูจุด,Soft-L-01-A018-ม่วงเลือดหมูจุด,EP-001,01-A018,L,1300,1,1,1,1214.953271,1300
edc59fb6,7/20/2023 10:41:37,4fbc8d35,EP-006-M-02-A001,Belt-M-น้ำเงินกรมท่า,Belt-M-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,M,1250,1,6,6,1168.224299,7500
7da87006,7/20/2023 10:46:37,4fbc8d35,EP-001-L-01-A004,Soft-L-น้ำตาล,Soft-L-01-A004-น้ำตาล,EP-001,01-A004,L,1300,1,1,1,1214.953271,1300
b749a388,7/20/2023 10:47:55,4fbc8d35,EP-001-L-01-A002,Soft-L-หินอ่อน,Soft-L-01-A002-หินอ่อน,EP-001,01-A002,L,1300,1,1,1,1214.953271,1300
68d15431,7/20/2023 10:44:05,4fbc8d35,EP-002-L-02-A002,Smart-L-น้ำเงินแกมเงิน,Smart-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,1800,1,1,1,1682.242991,1800
bc1bd9f4,7/20/2023 10:42:11,4fbc8d35,EP-006-L-02-A001,Belt-L-น้ำเงินกรมท่า,Belt-L-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,L,1350,1,3,3,1261.682243,4050
34651b26,7/20/2023 10:42:32,4fbc8d35,EP-006-XL-02-A001,Belt-XL-น้ำเงินกรมท่า,Belt-XL-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,XL,1450,1,3,3,1355.140187,4350
8e6f4c69,7/20/2023 10:45:58,4fbc8d35,EP-001-L-01-A019,Soft-L-ม่วงเลือดหมูดอก,Soft-L-01-A019-ม่วงเลือดหมูดอก,EP-001,01-A019,L,1300,1,1,1,1214.953271,1300
fef7b02f,7/20/2023 10:43:03,4fbc8d35,EP-002-L-02-A004,Smart-L-เขียว,Smart-L-02-A004-เขียว,EP-002,02-A004,L,1800,1,3,3,1682.242991,5400
4d8790c9,7/20/2023 10:47:10,4fbc8d35,EP-001-L-01-A009,Soft-L-เขียวเส้นสั้นๆ,Soft-L-01-A009-เขียวเส้นสั้นๆ,EP-001,01-A009,L,1300,1,1,1,1214.953271,1300
54d0add1,7/20/2023 11:17:19,7a3bb69c,EP-022-5-01-A000,Oral Wipe-5pcs-ไม่มีรหัสสี,Oral Wipe-5-01-A000-ไม่มีรหัสสี,EP-022,01-A000,5,85,5,24,120,79.43925234,2040
69171665,7/20/2023 11:27:16,eb02f805,EP-002-L-02-A004,Smart-L-เขียว,Smart-L-02-A004-เขียว,EP-002,02-A004,L,2200,1,1,1,2056.074766,2200
f4271a40,7/21/2023 8:14:29,85b95dba,EP-001-M-01-A005,Soft-M-น้ำเงินเหลี่ยม,Soft-M-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,M,1400,1,1,1,1308.411215,1400
9ae97e6d,7/21/2023 8:21:15,fa47a248,EP-011-F-01-A009,Glove-F-เขียวเส้นสั้นๆ,Glove-F-01-A009-เขียวเส้นสั้นๆ,EP-011,01-A009,F,880,1,2,2,822.4299065,1760
d9f6b809,7/21/2023 8:26:49,e330fc12,EP-021-F-01-A020,Safety Belt-F-น้ำเงินกรมท่า,Safety Belt-F-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,F,225,1,1,1,210.2803738,225
e54b6858,7/21/2023 8:27:32,e330fc12,EP-001-XL-01-A005,Soft-XL-น้ำเงินเหลี่ยม,Soft-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2300,1,1,1,2149.53271,2300
d2e80558,7/21/2023 8:28:35,e330fc12,EP-002-L-02-A004,Smart-L-เขียว,Smart-L-02-A004-เขียว,EP-002,02-A004,L,2200,1,1,1,2056.074766,2200
dbd7f626,7/21/2023 8:26:14,e330fc12,EP-011-F-01-A009,Glove-F-เขียวเส้นสั้นๆ,Glove-F-01-A009-เขียวเส้นสั้นๆ,EP-011,01-A009,F,880,1,2,2,822.4299065,1760
5082c415,7/21/2023 9:43:52,21e9b8ca,EP-001-M-01-A005,Soft-M-น้ำเงินเหลี่ยม,Soft-M-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,M,1400,1,1,1,1308.411215,1400
2410d8e9,7/21/2023 9:51:51,68bb7c76,EP-022-5-01-A000,Oral Wipe-5pcs-ไม่มีรหัสสี,Oral Wipe-5-01-A000-ไม่มีรหัสสี,EP-022,01-A000,5,100,5,1,5,93.45794393,100
296e573c,7/21/2023 10:58:26,8259d911,EP-022-3-01-A000,Oral Wipe-3pcs-ไม่มีรหัสสี,Oral Wipe-3-01-A000-ไม่มีรหัสสี,EP-022,01-A000,3,65,3,9,27,60.74766355,585
c7464d73,7/21/2023 10:56:52,8259d911,EP-022-5-01-A000,Oral Wipe-5pcs-ไม่มีรหัสสี,Oral Wipe-5-01-A000-ไม่มีรหัสสี,EP-022,01-A000,5,100,5,2,10,93.45794393,200
bd680f2b,7/21/2023 12:18:56,524b18f4,EP-001-XL-01-A005,Soft-XL-น้ำเงินเหลี่ยม,Soft-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2300,1,1,1,2149.53271,2300
e9578cfb,7/21/2023 13:07:59,b4d43393,EP-002-L-02-A002,Smart-L-น้ำเงินแกมเงิน,Smart-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,2200,1,1,1,2056.074766,2200
43d8e2b2,7/22/2023 16:26:36,88cba38d,EP-002-M-02-A002,Smart-M-น้ำเงินแกมเงิน,Smart-M-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,M,1900,1,1,1,1775.700935,1900
cc063477,7/22/2023 16:27:07,88cba38d,EP-021-F-01-A020,Safety Belt-F-น้ำเงินกรมท่า,Safety Belt-F-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,F,225,1,1,1,210.2803738,225
e1401064,7/22/2023 16:31:48,532ed867,EP-021-F-01-A020,Safety Belt-F-น้ำเงินกรมท่า,Safety Belt-F-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,F,225,1,1,1,210.2803738,225
85ed8641,7/23/2023 18:08:19,73acf0d5,EP-002-L-02-A002,Smart-L-น้ำเงินแกมเงิน,Smart-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,2200,1,1,1,2056.074766,2200
5623b7d6,7/23/2023 18:09:38,a3ee2cc2,EP-002-L-02-A002,Smart-L-น้ำเงินแกมเงิน,Smart-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,2200,1,1,1,2056.074766,2200
